team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arsenal,25,27.0,58.3,38,418,"3,420",38.0,62,53,115,61,1,2,45,0,1.63,1.39,3.03,1.61,3.00,25,38.0,45,0,,348,,,,,,,,
Aston Villa,29,26.6,46.4,38,418,"3,420",38.0,24,19,43,22,2,2,77,0,0.63,0.50,1.13,0.58,1.08,29,38.0,77,0,,429,,,,,,,,
Bournemouth,28,27.7,51.2,38,418,"3,420",38.0,43,28,71,40,3,4,53,0,1.13,0.74,1.87,1.05,1.79,28,38.0,53,0,,361,,,,,,,,
Chelsea,28,26.8,56.2,38,418,"3,420",38.0,55,40,95,51,4,5,62,0,1.45,1.05,2.50,1.34,2.39,28,38.0,62,0,,401,,,,,,,,
Crystal Palace,30,27.7,45.8,38,418,"3,420",38.0,38,21,59,34,4,5,62,0,1.00,0.55,1.55,0.89,1.45,30,38.0,62,0,,465,,,,,,,,
Everton,31,26.5,51.9,38,418,"3,420",38.0,56,44,100,52,4,5,50,0,1.47,1.16,2.63,1.37,2.53,31,38.0,50,0,,306,,,,,,,,
Leicester City,23,27.7,42.6,38,418,"3,420",38.0,68,43,111,58,10,13,54,0,1.79,1.13,2.92,1.53,2.66,23,38.0,54,0,,406,,,,,,,,
Liverpool,34,25.2,57.2,38,418,"3,420",38.0,62,50,112,60,2,2,67,0,1.63,1.32,2.95,1.58,2.89,34,38.0,67,0,,410,,,,,,,,
Manchester City,25,28.3,56.9,38,418,"3,420",38.0,71,53,124,66,5,8,63,0,1.87,1.39,3.26,1.74,3.13,25,38.0,63,0,,409,,,,,,,,
Manchester Utd,33,25.6,58.5,38,418,"3,420",38.0,46,31,77,43,3,3,67,0,1.21,0.82,2.03,1.13,1.95,33,38.0,67,0,,473,,,,,,,,
Newcastle Utd,31,25.4,46.6,38,418,"3,420",38.0,43,34,77,40,3,3,61,0,1.13,0.89,2.03,1.05,1.95,31,38.0,61,0,,419,,,,,,,,
Norwich City,28,27.7,46.0,38,418,"3,420",38.0,38,27,65,37,1,1,64,0,1.00,0.71,1.71,0.97,1.68,28,38.0,64,0,,431,,,,,,,,
Southampton,26,26.4,49.2,38,418,"3,420",38.0,58,45,103,55,3,4,63,0,1.53,1.18,2.71,1.45,2.63,26,38.0,63,0,,417,,,,,,,,
Stoke City,27,27.4,49.7,38,418,"3,420",38.0,40,29,69,35,5,5,53,0,1.05,0.76,1.82,0.92,1.68,27,38.0,53,0,,420,,,,,,,,
Sunderland,31,27.3,41.0,38,418,"3,420",38.0,44,30,74,41,3,3,68,0,1.16,0.79,1.95,1.08,1.87,31,38.0,68,0,,484,,,,,,,,
Swansea City,27,27.6,52.5,38,418,"3,420",38.0,41,25,66,36,5,5,60,0,1.08,0.66,1.74,0.95,1.61,27,38.0,60,0,,392,,,,,,,,
Tottenham,24,24.5,57.4,38,418,"3,420",38.0,68,50,118,63,5,5,72,0,1.79,1.32,3.11,1.66,2.97,24,38.0,72,0,,451,,,,,,,,
Watford,25,28.2,45.1,38,418,"3,420",38.0,38,18,56,32,6,7,77,0,1.00,0.47,1.47,0.84,1.32,25,38.0,77,0,,455,,,,,,,,
West Brom,28,29.1,39.8,38,418,"3,420",38.0,32,25,57,31,1,5,65,0,0.84,0.66,1.50,0.82,1.47,28,38.0,65,0,,400,,,,,,,,
West Ham,28,26.6,48.4,38,418,"3,420",38.0,64,38,102,60,4,4,57,0,1.68,1.00,2.68,1.58,2.58,28,38.0,57,0,,381,,,,,,,,
